,text,abuse
202,"@legallyginge @colinmaxwellasa @deirdreheenan @patel4witham I'm in a thread from a remainer that brought up colour, hmmmm",0
203,"RT @Lesrad66: @CarlWillDurham @MailOnline This is what I like @patel4witham she takes no prisoners! If he's not doing his job then he should be heading for the exit door, permanently.",0
204,@legallyginge @RobertWernh @ManMadeMoon @Jetworld @SebDance @ukhomeoffice @patel4witham I do believe that. Given that half the residents in the block I live in regularly tell me how they dodged a job by lying about their circumstance. The dwp dont have enough resource to investigate everyone. Its just a cycle of lies and payouts for many workshy spongers,0
205,@legallyginge @deirdreheenan @patel4witham Only remain supporters do care about it though 🤷‍♂️sorry I'll finish that one off with ha ha ha like the way you started 👍,0
206,"Priti Patel @Patel4Witham says there is 'no such thing' as dabbling in #drugs, despite @BorisJohnson and other cabinet members having admitted dabbling in drugs #cannabis #drugspolicy https://t.co/1SWfVJsfsz https://t.co/qVVOi6cYCs",0
209,@B1987Luke @colinmaxwellasa @deirdreheenan @patel4witham Brexit supporters are the ones who brought up colour.,0
210,RT @pinkmonkeygin: @patel4witham @BorisJohnson reveal the contents of this report. We are not children: we must know exactly the extent of this issue and why this has happened. Do not attempt to sweep this under the carpet - ensure all those responsible (inc. police &amp; community leaders)are exposed https://t.co/NNytfma6Ne,0
211,"@ElinorEusceptic @kane_blackwell @patel4witham Not very likely- there’s been 3 years of chaos, and their workload is increasing exponential. In parallel- our politicians have managed to make lying, cheating, and socially unacceptable dialogue no longer a reason for resignation.",0
212,@patel4witham your plan won't work. https://t.co/nlU1rKCoPj,0
214,"@patel4witham Finally, equality will be restored. Thank you. I hope from now, it will be a level playing ground for people like us, non-EU skilled migrants,  who pay thousands in Visa fees, with NHS excess and get no social benefits. Thank you",0
215,@B1987Luke @deirdreheenan @patel4witham Ha ha ha- well- Brexiters are demonstrating their remarkable ability to volte face since no Remain supporter cared what colour it was until it suddenly was an issue for the other side despite a lack of any rationale as to whizz,0
216,@patel4witham 👎 https://t.co/4WYnYBkJdn,0
217,@paullewismoney Have you not heard? There will be no carbon footprint because @patel4witham is going to cycle over to Poland to collect them herself.,0
218,"Gets my vote.
Go @patel4witham 
👍👍👍👍👍 https://t.co/igbOTiMJB6",0
219,@ElinorEusceptic @kane_blackwell @patel4witham It isn’t. Thatcher wasn’t an incompetent liar. They might think Brexit is a bad idea- but it’s happened- and their job is to ensure the country follows but is not harmed by government policy. They aren’t useless- they’re simply letting her know what she wants isn’t feasible,0
220,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen @EVAWuk @RCObsGyn @womensaid @MaternityAction @RASASC_London @TheBMA @FSRH_UK @RapeCrisisEandW And we want women to be able to make decisions based on evidence – so that means we’re calling out companies that charge hundreds of pounds for “fertility drips”, with no scientific basis.

Women deserve better than snake oil salesmen.

 https://t.co/xCW5F11mAw",0
221,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen @EVAWuk @RCObsGyn @womensaid @MaternityAction @RASASC_London @TheBMA @FSRH_UK @RapeCrisisEandW Women can't start their families because of unfair restrictions to IVF services in this country. 

Until January this year, single women were banned from NHS IVF in South East London because single parents are a ""burden on society."" 🤮

So many more battles to win. @bpas1968 https://t.co/grla0Izdi4",0
222,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen @EVAWuk @RCObsGyn @womensaid @MaternityAction @RASASC_London @TheBMA @FSRH_UK @RapeCrisisEandW We don’t just campaign on abortion rights. From contraception to IVF, infant feeding options to preventing neural tube defects, our goal is to defend and extend reproductive rights across the UK – and across women’s reproductive lifetimes.  @bpas1968 https://t.co/OuTdh0cXBO",0
223,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen We are part of a huge coalition of women's rights charities and medical bodies calling for abortion to be decriminalised to protect women.

And we want you to get involved!! Sign up here: https://t.co/PNvwdfPBd6 https://t.co/8SRsAJHY9t",0
224,@Jamesara @allisonpearson @patel4witham 👏👏👏👏,0
225,"@patel4witham Is this the Blue Passport we could always have had as a member of the #EU? Is this the Blue Passport produced by a Polish company, on behalf of the contracted French company?
I love how the symbol of #Brexit is also a symbol of how well the #EU works!
#bluepassport https://t.co/NTpR1pfgNK",0
226,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen These are the women in the UK who can't make it to an abortion clinic, and under our law they could still face up to life imprisonment.

If your want to join our campaign to end this cruel law, sign up here: https://t.co/PNvwdfPBd6 @bpas1968 https://t.co/ZrzGukXSS4",0
227,"RT @mat_hard: @MaggieOliverUK This is not on, @patel4witham needs to make this public. We demand answers",0
228,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen Outside those circumstances? It’s a crime. Any woman in GB who ends her own pregnancy without 2 doctors’ permission –from the moment she misses her period– can face up to life in prison. This includes women who purchase abortion pills online. @bpas1968 

https://t.co/AHU0UBcWw0",0
229,"RT @billoislove: @mat_hard @tinkernurse @MaggieOliverUK @patel4witham I suspect one reason why people in the Home Office, the Establishment &amp; certain media are briefing against Priti is because they know she is trying to deal with the grooming gang issue",0
230,"@carolsummers1st The UK government is weak, lame and pathetic with a general attitude of “we owe the world a living” #ineptukgov @patel4witham",0
231,"@legallyginge @LisaKem31217583 @Independent @BorisJohnson @patel4witham I'm not google but google is easy. Here's one. 19, 000 white girls. Probably a good few ginger haired you may empathise with rather than deflect. https://t.co/nyEHMoKIHM",0
232,"@EthicalRenewal @patel4witham Yes @patel4witham  knows that. That's why. My family is currently in the UK in a PBS immigration system, why not 'others'?",0
234,RT @geoffreysmeddle: Obviously the chocolate soufflé is also delivered thanks to low skilled labour #LowSkilled @patel4witham https://t.co/4qDcb8cY6k,0
235,"@markkee_mark @anncaswell2 @BorisJohnson @patel4witham We, the public are best to decide what’s in our interests, or not!",0
237,"@patel4witham You're doing such a stand out job so far, please, please, please don't let us down over this! https://t.co/O2rMqCePJ4",0
238,RT @more_marks: @GretaThunberg @bristolYS4C Surely this is illegal? @patel4witham surely this targeted disruption to children’s educated has to be stopped @GavinWilliamson surely strikes come under trade union laws @theresecoffey This child is being manipulated by others to act as their mouthpiece. How Dare They!!!,0
239,@broken_tenor @mitsyarty @BeefyJackMcBeef @patel4witham Cannot possibly get any more popular with me. Go girl!,0
240,"RT @Nick_Unsworth: @johntymckee2 Don't be #ridiculous told you to get your facts right, #incinerators produce more #co2 the any other form of energy generation inc #woodburners we all know you are in favour of #lungfill in your region prejudicing your own community. @JamesAbbott2013 @R4BDg @patel4witham #pm25",0
241,"@SummerPudding_1 @patel4witham @SarahChampionMP She’s absolutely amazing in my view we have 4 just 4 strong people on our side in rotherham and sarah is one of them. Sarah as helped me in everything i face and her work is endless in the fight for justice, the truth and for change .",0
242,@Upyourjunker1 Fix this! @patel4witham,0
244,@patel4witham is wonderful! A breath of fresh air!! https://t.co/78gboJIJG2,0
245,@MarcMiller23 @patel4witham Future PM,0
246,@BorisJohnson @patel4witham https://t.co/758FzEJhJr,0
247,@patel4witham @BorisJohnson reveal the contents of this report. We are not children: we must know exactly the extent of this issue and why this has happened. Do not attempt to sweep this under the carpet - ensure all those responsible (inc. police &amp; community leaders)are exposed https://t.co/NNytfma6Ne,0
248,@Fyrishsunset @BloodyPolitics @patel4witham @ukhomeoffice he shouldn't even be here let alone have the nerve to try and preach to us.,0
250,Katie Hopkins.  Love this woman . #muslimpoliceassociation  @PoliceChiefs  @BorisJohnson @patel4witham @UKParliament  https://t.co/AeNQWGDAqL via @YouTube,0
251,@SebDance @ukhomeoffice @patel4witham You have plenty of time on your hands now that your unemployed ! #EUwanker,0
252,RT @Janekvp: @PeterStefanovi2 I consider @patel4witham and most of our Tory government economically inactive.,0
253,"RT @NevilleSouthall: @bpas1968 @patel4witham @jeremycorbyn @EmilyThornberry @CatherineWest1 @DavidLammy @NatCen Most people in Britain can access an abortion, right? 

Well only in certain situations. The 1967 Abortion Act laid out some tightly defined circumstances where abortion is allowed *IF* it’s approved by 2 doctors. Otherwise, potentially jail.  @bpas1968 https://t.co/O0k2lQLxGQ",0
254,"@SebDance @ukhomeoffice @patel4witham Start getting used to it. I have some tips. Bring a book to kill the queue. Bring all your documents from birth, to prove you are alive. Be polite while questioned after an hour. This has been our life Mister. Welcome",0
256,House of Lords expense scandal.  @BorisJohnson @Jacob_Rees_Mogg @RishiSunak @patel4witham @MPIainDS @piersmorgan @toryboypierce @TelePolitics @SunPolitics @Daily_Express @thetimes @GuidoFawkes @SkyNewsBreak @afneil @BBCBreaking @NickFerrariLBC https://t.co/9mZwgGemSF,0
257,"@AndreiACDC_ENG @REACHHomes1 @1PJones1 @ukhomeoffice @RobDelyn @ObserverUK @patel4witham Yes, you’re much more clever, doubling down on all that sneering condescension that’s served you so well over the last 4 years 😂😂😂😂",0
258,"RT @kel_emvor: Gov't refuses to release grooming gangs review as it is 'not in public interest' https://t.co/9owv6Q7LY4 Disgraceful @patel4witham - what could be more in public interest than failings of state to protect most vulnerable. Stop ignoring elephant in room, you'll make things worse",0
260,@patel4witham doing a great job 👏 https://t.co/jrQ0hJ5jIF,0
262,RT @elite46202580: @YouCanTitter @PatriciaDiane5 @BorisJohnson @patel4witham Why are these Muslim schools being funded by the taxpayer?  Ban them!,0
263,"@geoffreyMyers1 @DiJolliffe @MailOnline @patel4witham Bout time, the service needs a wake up call, they work for us, you’d think they worked for themselves, giving themselves big pensions and Knighthoods.",0
264,"RT @DianaHarding7: @CFieldJen Because of brave people like you telling your stories, these people should continue to be outed.
Actually @BorisJohnson @patel4witham - can you explain to Jennifer &amp; indeed all of us why you won't publish the findings of your investigations? We are losing faith in you.",0
265,"@patel4witham has anybody ever had a worse week in politics? Why are so many cabinet ministers silent? Drowning but not resigning - do the decent thing, before you muck anything else up. #pritivacant",0
